Soil_color,Nitrogen,Phosphorus,Potassium,pH,Rainfall,Temperature,Crop,Fertilizer,Season
Black,100,60,55,6.5,900,35,Rice,Urea,Kharif
Black,105,60,55,6.5,900,35,Rice,Urea,Kharif
Black,110,60,55,6.5,900,35,Rice,Urea,Kharif
Black,115,60,55,6.5,900,35,Rice,Urea,Kharif
Black,120,60,55,6.5,900,35,Rice,Urea,Kharif
Black,50,30,30,6,700,25,Jowar,10:26:26 NPK,Kharif
Black,55,30,30,6,700,25,Jowar,10:26:26 NPK,Rabi
Black,60,30,30,6,700,25,Jowar,10:26:26 NPK,Rabi
Black,65,30,30,6,700,25,Jowar,10:26:26 NPK,Rabi
Black,70,30,30,6,700,25,Jowar,10:26:26 NPK,Rabi
Black,50,35,35,6.5,800,30,Jowar,10:26:26 NPK,Rabi
Black,55,35,35,6.5,800,30,Jowar,10:26:26 NPK,Rabi
Black,60,35,35,6.5,800,30,Jowar,10:26:26 NPK,Rabi
Black,65,35,35,6.5,800,30,Jowar,10:26:26 NPK,Rabi
Black,70,35,35,6.5,800,30,Jowar,10:26:26 NPK,Rabi
Black,50,40,40,7,900,35,Jowar,10:26:26 NPK,Rabi
Black,55,40,40,7,900,35,Jowar,10:26:26 NPK,Rabi
Black,60,40,40,7,900,35,Jowar,10:26:26 NPK,Rabi
Black,65,40,40,7,900,35,Jowar,10:26:26 NPK,Rabi
Black,70,40,40,7,900,35,Jowar,10:26:26 NPK,Rabi
Black,50,30,35,6,700,25,Jowar,Urea,Rabi
Black,55,30,35,6,700,25,Jowar,Urea,Rabi
Black,60,30,35,6,700,25,Jowar,Urea,Rabi
Black,65,30,35,6,700,25,Jowar,Urea,Rabi
Black,70,30,35,6,700,25,Jowar,Urea,Rabi
Black,50,35,40,6.5,800,30,Jowar,Urea,Rabi
Black,55,35,40,6.5,800,30,Jowar,Urea,Rabi
Black,60,35,40,6.5,800,30,Jowar,Urea,Rabi
Black,65,35,40,6.5,800,30,Jowar,Urea,Rabi
Black,70,35,40,6.5,800,30,Jowar,Urea,Rabi
Black,50,40,30,7,900,35,Jowar,Urea,Rabi
Black,55,40,30,7,900,35,Jowar,Urea,Rabi
Black,60,40,30,7,900,35,Jowar,Urea,Rabi
Black,65,40,30,7,900,35,Jowar,Urea,Rabi
Black,70,40,30,7,900,35,Jowar,Urea,Rabi
Black,50,30,40,6,700,25,Jowar,SSP,Rabi
Black,55,30,40,6,700,25,Jowar,SSP,Rabi
Black,60,30,40,6,700,25,Jowar,SSP,Rabi
Black,65,30,40,6,700,25,Jowar,SSP,Rabi
Black,70,30,40,6,700,25,Jowar,SSP,Rabi
Black,50,35,30,6.5,800,30,Jowar,SSP,Rabi
Black,55,35,30,6.5,800,30,Jowar,SSP,Rabi
Black,60,35,30,6.5,800,30,Jowar,SSP,Rabi
Black,65,35,30,6.5,800,30,Jowar,SSP,Rabi
Black,70,35,30,6.5,800,30,Jowar,SSP,Rabi
Black,50,40,35,7,900,35,Jowar,SSP,Rabi
Black,55,40,35,7,900,35,Jowar,SSP,Rabi
Black,60,40,35,7,900,35,Jowar,SSP,Rabi
Black,65,40,35,7,900,35,Jowar,SSP,Rabi
Black,70,40,35,7,900,35,Jowar,SSP,Rabi
Dark Brown,20,30,15,6,700,20,Tur,Urea,Rabi
Dark Brown,25,30,15,6,700,20,Tur,Urea,Kharif
Dark Brown,30,30,15,6,700,20,Tur,Urea,Kharif
Dark Brown,20,35,20,6.5,800,25,Tur,Urea,Kharif
Dark Brown,25,35,20,6.5,800,25,Tur,Urea,Kharif
Dark Brown,30,35,20,6.5,800,25,Tur,Urea,Kharif
Dark Brown,20,40,15,7,900,30,Tur,Urea,Kharif
Dark Brown,25,40,15,7,900,30,Tur,Urea,Kharif
Dark Brown,30,40,15,7,900,30,Tur,Urea,Kharif
Dark Brown,20,30,20,6,700,20,Tur,MOP,Kharif
Dark Brown,25,30,20,6,700,20,Tur,MOP,Kharif
Dark Brown,30,30,20,6,700,20,Tur,MOP,Kharif
Dark Brown,20,35,15,6.5,800,25,Tur,MOP,Kharif
Dark Brown,25,35,15,6.5,800,25,Tur,MOP,Kharif
Dark Brown,30,35,15,6.5,800,25,Tur,MOP,Kharif
Dark Brown,20,40,20,7,900,30,Tur,MOP,Kharif
Dark Brown,25,40,20,7,900,30,Tur,MOP,Kharif
Dark Brown,30,40,20,7,900,30,Tur,MOP,Kharif
Reddish Brown,100,50,40,6.5,700,15,Wheat,19:19:19 NPK,Kharif
Reddish Brown,105,50,40,6.5,700,15,Wheat,19:19:19 NPK,Rabi
Reddish Brown,110,50,40,6.5,700,15,Wheat,19:19:19 NPK,Rabi
Reddish Brown,115,50,40,6.5,700,15,Wheat,19:19:19 NPK,Rabi
Reddish Brown,120,50,40,6.5,700,15,Wheat,19:19:19 NPK,Rabi
Reddish Brown,100,55,45,7,800,20,Wheat,19:19:19 NPK,Rabi
Reddish Brown,105,55,45,7,800,20,Wheat,19:19:19 NPK,Rabi
Reddish Brown,110,55,45,7,800,20,Wheat,19:19:19 NPK,Rabi
Reddish Brown,115,55,45,7,800,20,Wheat,19:19:19 NPK,Rabi
Reddish Brown,120,55,45,7,800,20,Wheat,19:19:19 NPK,Rabi
Reddish Brown,100,60,50,7.5,900,15,Wheat,19:19:19 NPK,Rabi
Reddish Brown,105,60,50,7.5,900,15,Wheat,19:19:19 NPK,Rabi
Reddish Brown,110,60,50,7.5,900,15,Wheat,19:19:19 NPK,Rabi
Reddish Brown,115,60,50,7.5,900,15,Wheat,19:19:19 NPK,Rabi
Reddish Brown,120,60,50,7.5,900,15,Wheat,19:19:19 NPK,Rabi
Reddish Brown,100,50,45,6.5,700,20,Wheat,Urea,Rabi
Reddish Brown,105,50,45,6.5,700,20,Wheat,Urea,Rabi
Reddish Brown,110,50,45,6.5,700,20,Wheat,Urea,Rabi
Reddish Brown,115,50,45,6.5,700,20,Wheat,Urea,Rabi
Reddish Brown,120,50,45,6.5,700,20,Wheat,Urea,Rabi
Reddish Brown,100,55,50,7,800,15,Wheat,Urea,Rabi
Reddish Brown,105,55,50,7,800,15,Wheat,Urea,Rabi
Reddish Brown,110,55,50,7,800,15,Wheat,Urea,Rabi
Reddish Brown,115,55,50,7,800,15,Wheat,Urea,Rabi
Reddish Brown,120,55,50,7,800,15,Wheat,Urea,Rabi
Reddish Brown,100,60,40,7.5,900,20,Wheat,Urea,Rabi
Reddish Brown,105,60,40,7.5,900,20,Wheat,Urea,Rabi
Reddish Brown,110,60,40,7.5,900,20,Wheat,Urea,Rabi
Reddish Brown,115,60,40,7.5,900,20,Wheat,Urea,Rabi
Reddish Brown,120,60,40,7.5,900,20,Wheat,Urea,Rabi
Reddish Brown,100,50,50,6.5,700,15,Wheat,19:19:19 NPK,Rabi
Reddish Brown,105,50,50,6.5,700,15,Wheat,19:19:19 NPK,Rabi
Reddish Brown,110,50,50,6.5,700,15,Wheat,19:19:19 NPK,Rabi
Reddish Brown,115,50,50,6.5,700,15,Wheat,19:19:19 NPK,Rabi
Reddish Brown,120,50,50,6.5,700,15,Wheat,19:19:19 NPK,Rabi
Reddish Brown,100,55,40,7,800,20,Wheat,19:19:19 NPK,Rabi
Reddish Brown,105,55,40,7,800,20,Wheat,19:19:19 NPK,Rabi
Reddish Brown,110,55,40,7,800,20,Wheat,19:19:19 NPK,Rabi
Reddish Brown,115,55,40,7,800,20,Wheat,19:19:19 NPK,Rabi
Reddish Brown,120,55,40,7,800,20,Wheat,19:19:19 NPK,Rabi
Reddish Brown,100,60,45,7.5,900,15,Wheat,19:19:19 NPK,Rabi
Reddish Brown,105,60,45,7.5,900,15,Wheat,19:19:19 NPK,Rabi
Reddish Brown,110,60,45,7.5,900,15,Wheat,19:19:19 NPK,Rabi
Reddish Brown,115,60,45,7.5,900,15,Wheat,19:19:19 NPK,Rabi
Reddish Brown,120,60,45,7.5,900,15,Wheat,19:19:19 NPK,Rabi
Red,20,30,20,5.5,700,25,Groundnut,Chilated Micronutrient,Rabi
Red,25,30,20,5.5,700,25,Groundnut,Chilated Micronutrient,Kharif
Red,30,30,20,5.5,700,25,Groundnut,Chilated Micronutrient,Kharif
Red,20,35,25,6,800,30,Groundnut,Chilated Micronutrient,Kharif
Red,25,35,25,6,800,30,Groundnut,Chilated Micronutrient,Kharif
Red,30,35,25,6,800,30,Groundnut,Chilated Micronutrient,Kharif
Red,20,40,30,6.5,900,35,Groundnut,Chilated Micronutrient,Kharif
Red,25,40,30,6.5,900,35,Groundnut,Chilated Micronutrient,Kharif
Red,30,40,30,6.5,900,35,Groundnut,Chilated Micronutrient,Kharif
Red,20,30,25,5.5,700,25,Groundnut,SSP,Kharif
Red,25,30,25,5.5,700,25,Groundnut,SSP,Kharif
Red,30,30,25,5.5,700,25,Groundnut,SSP,Kharif
Red,20,35,30,6,800,30,Groundnut,SSP,Kharif
Red,25,35,30,6,800,30,Groundnut,SSP,Kharif
Red,30,35,30,6,800,30,Groundnut,SSP,Kharif
Red,20,40,20,6.5,900,35,Groundnut,SSP,Kharif
Red,25,40,20,6.5,900,35,Groundnut,SSP,Kharif
Red,30,40,20,6.5,900,35,Groundnut,SSP,Kharif
Red,20,30,30,5.5,700,25,Groundnut,Chilated Micronutrient,Kharif
Red,25,30,30,5.5,700,25,Groundnut,Chilated Micronutrient,Kharif
Red,30,30,30,5.5,700,25,Groundnut,Chilated Micronutrient,Kharif
Red,20,35,20,6,800,30,Groundnut,Chilated Micronutrient,Kharif
Red,25,35,20,6,800,30,Groundnut,Chilated Micronutrient,Kharif
Red,30,35,20,6,800,30,Groundnut,Chilated Micronutrient,Kharif
Red,20,40,25,6.5,900,35,Groundnut,Chilated Micronutrient,Kharif
Red,25,40,25,6.5,900,35,Groundnut,Chilated Micronutrient,Kharif
Red,30,40,25,6.5,900,35,Groundnut,Chilated Micronutrient,Kharif
Black,30,30,20,6,700,25,Urad,Urea,Kharif
Black,35,30,20,6,700,25,Urad,Urea,Kharif
Black,40,30,20,6,700,25,Urad,Urea,Kharif
Black,30,35,25,6.5,800,30,Urad,Urea,Kharif
Black,35,35,25,6.5,800,30,Urad,Urea,Kharif
Black,40,35,25,6.5,800,30,Urad,Urea,Kharif
Black,30,40,30,7,900,35,Urad,Urea,Kharif
Black,35,40,30,7,900,35,Urad,Urea,Kharif
Black,40,40,30,7,900,35,Urad,Urea,Kharif
Black,30,30,25,6,700,25,Urad,SSP,Kharif
Black,35,30,25,6,700,25,Urad,SSP,Kharif
Black,40,30,25,6,700,25,Urad,SSP,Kharif
Black,30,35,30,6.5,800,30,Urad,SSP,Kharif
Black,35,35,30,6.5,800,30,Urad,SSP,Kharif
Black,40,35,30,6.5,800,30,Urad,SSP,Kharif
Black,30,40,20,7,900,35,Urad,SSP,Kharif
Black,35,40,20,7,900,35,Urad,SSP,Kharif
Black,40,40,20,7,900,35,Urad,SSP,Kharif
Black,30,30,30,6,700,25,Urad,DAP,Kharif
Black,35,30,30,6,700,25,Urad,DAP,Kharif
Black,40,30,30,6,700,25,Urad,DAP,Kharif
Black,30,35,20,6.5,800,30,Urad,DAP,Kharif
Black,35,35,20,6.5,800,30,Urad,DAP,Kharif
Black,40,35,20,6.5,800,30,Urad,DAP,Kharif
Black,30,40,25,7,900,35,Urad,DAP,Kharif
Black,35,40,25,7,900,35,Urad,DAP,Kharif
Black,40,40,25,7,900,35,Urad,DAP,Kharif
Black,30,40,20,6,700,15,Gram,DAP,Kharif
Black,35,40,20,6,700,15,Gram,DAP,Rabi
Black,40,40,20,6,700,15,Gram,DAP,Rabi
Black,30,45,25,6.5,800,20,Gram,DAP,Rabi
Black,35,45,25,6.5,800,20,Gram,DAP,Rabi
Black,40,45,25,6.5,800,20,Gram,DAP,Rabi
Black,30,50,30,7,900,15,Gram,DAP,Rabi
Black,35,50,30,7,900,15,Gram,DAP,Rabi
Black,40,50,30,7,900,15,Gram,DAP,Rabi
Black,30,40,25,7.5,700,20,Gram,MOP,Rabi
Black,35,40,25,7.5,700,20,Gram,MOP,Rabi
Black,40,40,25,7.5,700,20,Gram,MOP,Rabi
Black,30,45,30,6,800,15,Gram,MOP,Rabi
Black,35,45,30,6,800,15,Gram,MOP,Rabi
Black,40,45,30,6,800,15,Gram,MOP,Rabi
Black,30,50,20,6.5,900,20,Gram,MOP,Rabi
Black,35,50,20,6.5,900,20,Gram,MOP,Rabi
Black,40,50,20,6.5,900,20,Gram,MOP,Rabi
Black,30,40,30,7,700,15,Gram,DAP,Rabi
Black,35,40,30,7,700,15,Gram,DAP,Rabi
Black,40,40,30,7,700,15,Gram,DAP,Rabi
Black,30,45,20,7.5,800,20,Gram,DAP,Rabi
Black,35,45,20,7.5,800,20,Gram,DAP,Rabi
Black,40,45,20,7.5,800,20,Gram,DAP,Rabi
Black,30,50,25,6,900,15,Gram,DAP,Rabi
Black,35,50,25,6,900,15,Gram,DAP,Rabi
Black,40,50,25,6,900,15,Gram,DAP,Rabi
Black,120,60,120,6.5,1000,20,Sugarcane,MOP,Rabi
Black,125,60,120,6.5,1000,20,Sugarcane,MOP,Kharif
Black,130,60,120,6.5,1000,20,Sugarcane,MOP,Kharif
Black,135,60,120,6.5,1000,20,Sugarcane,MOP,Kharif
Black,140,60,120,6.5,1000,20,Sugarcane,MOP,Kharif
Black,145,60,120,6.5,1000,20,Sugarcane,MOP,Kharif
Black,150,60,120,6.5,1000,20,Sugarcane,MOP,Kharif
Black,120,65,125,7,1100,25,Sugarcane,MOP,Kharif
Black,125,65,125,7,1100,25,Sugarcane,MOP,Kharif
Black,130,65,125,7,1100,25,Sugarcane,MOP,Kharif
Black,135,65,125,7,1100,25,Sugarcane,MOP,Kharif
Black,140,65,125,7,1100,25,Sugarcane,MOP,Kharif
Black,145,65,125,7,1100,25,Sugarcane,MOP,Kharif
Black,150,65,125,7,1100,25,Sugarcane,MOP,Kharif
Black,120,70,130,7.5,1200,30,Sugarcane,MOP,Kharif
Black,125,70,130,7.5,1200,30,Sugarcane,MOP,Kharif
Black,130,70,130,7.5,1200,30,Sugarcane,MOP,Kharif
Black,135,70,130,7.5,1200,30,Sugarcane,MOP,Kharif
Black,140,70,130,7.5,1200,30,Sugarcane,MOP,Kharif
Black,145,70,130,7.5,1200,30,Sugarcane,MOP,Kharif
Black,150,70,130,7.5,1200,30,Sugarcane,MOP,Kharif
Black,120,75,135,6.5,1300,35,Sugarcane,MOP,Kharif
Black,125,75,135,6.5,1300,35,Sugarcane,MOP,Kharif
Black,130,75,135,6.5,1300,35,Sugarcane,MOP,Kharif
Black,135,75,135,6.5,1300,35,Sugarcane,MOP,Kharif
Black,140,75,135,6.5,1300,35,Sugarcane,MOP,Kharif
Black,145,75,135,6.5,1300,35,Sugarcane,MOP,Kharif
Black,150,75,135,6.5,1300,35,Sugarcane,MOP,Kharif
Black,120,80,140,7,1400,20,Sugarcane,MOP,Kharif
Black,125,80,140,7,1400,20,Sugarcane,MOP,Kharif
Black,130,80,140,7,1400,20,Sugarcane,MOP,Kharif
Black,135,80,140,7,1400,20,Sugarcane,MOP,Kharif
Black,140,80,140,7,1400,20,Sugarcane,MOP,Kharif
Black,145,80,140,7,1400,20,Sugarcane,MOP,Kharif
Black,150,80,140,7,1400,20,Sugarcane,MOP,Kharif
Black,120,60,145,7.5,1500,25,Sugarcane,Urea,Kharif
Black,125,60,145,7.5,1500,25,Sugarcane,Urea,Kharif
Black,130,60,145,7.5,1500,25,Sugarcane,Urea,Kharif
Black,135,60,145,7.5,1500,25,Sugarcane,Urea,Kharif
Black,140,60,145,7.5,1500,25,Sugarcane,Urea,Kharif
Black,145,60,145,7.5,1500,25,Sugarcane,Urea,Kharif
Black,150,60,145,7.5,1500,25,Sugarcane,Urea,Kharif
Black,120,65,150,6.5,1000,30,Sugarcane,Urea,Kharif
Black,125,65,150,6.5,1000,30,Sugarcane,Urea,Kharif
Black,130,65,150,6.5,1000,30,Sugarcane,Urea,Kharif
Black,135,65,150,6.5,1000,30,Sugarcane,Urea,Kharif
Black,140,65,150,6.5,1000,30,Sugarcane,Urea,Kharif
Black,145,65,150,6.5,1000,30,Sugarcane,Urea,Kharif
Black,150,65,150,6.5,1000,30,Sugarcane,Urea,Kharif
Black,120,70,120,7,1100,35,Sugarcane,Urea,Kharif
Black,125,70,120,7,1100,35,Sugarcane,Urea,Kharif
Black,130,70,120,7,1100,35,Sugarcane,Urea,Kharif
Black,135,70,120,7,1100,35,Sugarcane,Urea,Kharif
Black,140,70,120,7,1100,35,Sugarcane,Urea,Kharif
Black,145,70,120,7,1100,35,Sugarcane,Urea,Kharif
Black,150,70,120,7,1100,35,Sugarcane,Urea,Kharif
Black,120,75,125,7.5,1200,20,Sugarcane,Urea,Kharif
Black,125,75,125,7.5,1200,20,Sugarcane,Urea,Kharif
Black,130,75,125,7.5,1200,20,Sugarcane,Urea,Kharif
Black,135,75,125,7.5,1200,20,Sugarcane,Urea,Kharif
Black,140,75,125,7.5,1200,20,Sugarcane,Urea,Kharif
Black,145,75,125,7.5,1200,20,Sugarcane,Urea,Kharif
Black,150,75,125,7.5,1200,20,Sugarcane,Urea,Kharif
Black,120,80,130,6.5,1300,25,Sugarcane,Urea,Kharif
Black,125,80,130,6.5,1300,25,Sugarcane,Urea,Kharif
Black,130,80,130,6.5,1300,25,Sugarcane,Urea,Kharif
Black,135,80,130,6.5,1300,25,Sugarcane,Urea,Kharif
Black,140,80,130,6.5,1300,25,Sugarcane,Urea,Kharif
Black,145,80,130,6.5,1300,25,Sugarcane,Urea,Kharif
Black,150,80,130,6.5,1300,25,Sugarcane,Urea,Kharif
Black,120,60,135,7,1400,30,Sugarcane,DAP,Kharif
Black,125,60,135,7,1400,30,Sugarcane,DAP,Kharif
Black,130,60,135,7,1400,30,Sugarcane,DAP,Kharif
Black,135,60,135,7,1400,30,Sugarcane,DAP,Kharif
Black,140,60,135,7,1400,30,Sugarcane,DAP,Kharif
Black,145,60,135,7,1400,30,Sugarcane,DAP,Kharif
Black,150,60,135,7,1400,30,Sugarcane,DAP,Kharif
Black,120,65,140,7.5,1500,35,Sugarcane,DAP,Kharif
Black,125,65,140,7.5,1500,35,Sugarcane,DAP,Kharif
Black,130,65,140,7.5,1500,35,Sugarcane,DAP,Kharif
Black,135,65,140,7.5,1500,35,Sugarcane,DAP,Kharif
Black,140,65,140,7.5,1500,35,Sugarcane,DAP,Kharif
Black,145,65,140,7.5,1500,35,Sugarcane,DAP,Kharif
Black,150,65,140,7.5,1500,35,Sugarcane,DAP,Kharif
Black,120,70,145,6.5,1000,20,Sugarcane,DAP,Kharif
Black,125,70,145,6.5,1000,20,Sugarcane,DAP,Kharif
Black,130,70,145,6.5,1000,20,Sugarcane,DAP,Kharif
Black,135,70,145,6.5,1000,20,Sugarcane,DAP,Kharif
Black,140,70,145,6.5,1000,20,Sugarcane,DAP,Kharif
Black,145,70,145,6.5,1000,20,Sugarcane,DAP,Kharif
Black,150,70,145,6.5,1000,20,Sugarcane,DAP,Kharif
Black,120,75,150,7,1100,25,Sugarcane,DAP,Kharif
Black,125,75,150,7,1100,25,Sugarcane,DAP,Kharif
Black,130,75,150,7,1100,25,Sugarcane,DAP,Kharif
Black,135,75,150,7,1100,25,Sugarcane,DAP,Kharif
Black,140,75,150,7,1100,25,Sugarcane,DAP,Kharif
Black,145,75,150,7,1100,25,Sugarcane,DAP,Kharif
Black,150,75,150,7,1100,25,Sugarcane,DAP,Kharif
Black,120,80,120,7.5,1200,30,Sugarcane,DAP,Kharif
Black,125,80,120,7.5,1200,30,Sugarcane,DAP,Kharif
Black,130,80,120,7.5,1200,30,Sugarcane,DAP,Kharif
Black,135,80,120,7.5,1200,30,Sugarcane,DAP,Kharif
Black,140,80,120,7.5,1200,30,Sugarcane,DAP,Kharif
Black,145,80,120,7.5,1200,30,Sugarcane,DAP,Kharif
Black,150,80,120,7.5,1200,30,Sugarcane,DAP,Kharif
Black,120,60,125,6.5,1300,35,Sugarcane,MOP,Kharif
Black,125,60,125,6.5,1300,35,Sugarcane,MOP,Kharif
Black,130,60,125,6.5,1300,35,Sugarcane,MOP,Kharif
Black,135,60,125,6.5,1300,35,Sugarcane,MOP,Kharif
Black,140,60,125,6.5,1300,35,Sugarcane,MOP,Kharif
Black,145,60,125,6.5,1300,35,Sugarcane,MOP,Kharif
Black,150,60,125,6.5,1300,35,Sugarcane,MOP,Kharif
Black,120,65,130,7,1400,20,Sugarcane,MOP,Kharif
Black,125,65,130,7,1400,20,Sugarcane,MOP,Kharif
Black,130,65,130,7,1400,20,Sugarcane,MOP,Kharif
Black,135,65,130,7,1400,20,Sugarcane,MOP,Kharif
Black,140,65,130,7,1400,20,Sugarcane,MOP,Kharif
Black,145,65,130,7,1400,20,Sugarcane,MOP,Kharif
Black,150,65,130,7,1400,20,Sugarcane,MOP,Kharif
Black,120,70,135,7.5,1500,25,Sugarcane,MOP,Kharif
Black,125,70,135,7.5,1500,25,Sugarcane,MOP,Kharif
Black,130,70,135,7.5,1500,25,Sugarcane,MOP,Kharif
Black,135,70,135,7.5,1500,25,Sugarcane,MOP,Kharif
Black,140,70,135,7.5,1500,25,Sugarcane,MOP,Kharif
Black,145,70,135,7.5,1500,25,Sugarcane,MOP,Kharif
Black,150,70,135,7.5,1500,25,Sugarcane,MOP,Kharif
Black,120,75,140,6.5,1000,30,Sugarcane,MOP,Kharif
Black,125,75,140,6.5,1000,30,Sugarcane,MOP,Kharif
Black,130,75,140,6.5,1000,30,Sugarcane,MOP,Kharif
Black,135,75,140,6.5,1000,30,Sugarcane,MOP,Kharif
Black,140,75,140,6.5,1000,30,Sugarcane,MOP,Kharif
Black,145,75,140,6.5,1000,30,Sugarcane,MOP,Kharif
Black,150,75,140,6.5,1000,30,Sugarcane,MOP,Kharif
Black,120,80,145,7,1100,35,Sugarcane,MOP,Kharif
Black,125,80,145,7,1100,35,Sugarcane,MOP,Kharif
Black,130,80,145,7,1100,35,Sugarcane,MOP,Kharif
Black,135,80,145,7,1100,35,Sugarcane,MOP,Kharif
Black,140,80,145,7,1100,35,Sugarcane,MOP,Kharif
Black,145,80,145,7,1100,35,Sugarcane,MOP,Kharif
Black,150,80,145,7,1100,35,Sugarcane,MOP,Kharif
Black,120,60,150,7.5,1200,20,Sugarcane,Urea,Kharif
Black,125,60,150,7.5,1200,20,Sugarcane,Urea,Kharif
Black,130,60,150,7.5,1200,20,Sugarcane,Urea,Kharif
Black,135,60,150,7.5,1200,20,Sugarcane,Urea,Kharif
Black,140,60,150,7.5,1200,20,Sugarcane,Urea,Kharif
Black,145,60,150,7.5,1200,20,Sugarcane,Urea,Kharif
Black,150,60,150,7.5,1200,20,Sugarcane,Urea,Kharif
Black,120,65,120,6.5,1300,25,Sugarcane,Urea,Kharif
Black,125,65,120,6.5,1300,25,Sugarcane,Urea,Kharif
Black,130,65,120,6.5,1300,25,Sugarcane,Urea,Kharif
Black,135,65,120,6.5,1300,25,Sugarcane,Urea,Kharif
Black,140,65,120,6.5,1300,25,Sugarcane,Urea,Kharif
Black,145,65,120,6.5,1300,25,Sugarcane,Urea,Kharif
Black,150,65,120,6.5,1300,25,Sugarcane,Urea,Kharif
Black,120,70,125,7,1400,30,Sugarcane,Urea,Kharif
Black,125,70,125,7,1400,30,Sugarcane,Urea,Kharif
Black,130,70,125,7,1400,30,Sugarcane,Urea,Kharif
Black,135,70,125,7,1400,30,Sugarcane,Urea,Kharif
Black,140,70,125,7,1400,30,Sugarcane,Urea,Kharif
Black,145,70,125,7,1400,30,Sugarcane,Urea,Kharif
Black,150,70,125,7,1400,30,Sugarcane,Urea,Kharif
Black,120,75,130,7.5,1500,35,Sugarcane,Urea,Kharif
Black,125,75,130,7.5,1500,35,Sugarcane,Urea,Kharif
Black,130,75,130,7.5,1500,35,Sugarcane,Urea,Kharif
Black,135,75,130,7.5,1500,35,Sugarcane,Urea,Kharif
Black,140,75,130,7.5,1500,35,Sugarcane,Urea,Kharif
Black,145,75,130,7.5,1500,35,Sugarcane,Urea,Kharif
Black,150,75,130,7.5,1500,35,Sugarcane,Urea,Kharif
Black,120,80,135,6.5,1000,20,Sugarcane,Urea,Kharif
Black,125,80,135,6.5,1000,20,Sugarcane,Urea,Kharif
Black,130,80,135,6.5,1000,20,Sugarcane,Urea,Kharif
Black,135,80,135,6.5,1000,20,Sugarcane,Urea,Kharif
Black,140,80,135,6.5,1000,20,Sugarcane,Urea,Kharif
Black,145,80,135,6.5,1000,20,Sugarcane,Urea,Kharif
Black,150,80,135,6.5,1000,20,Sugarcane,Urea,Kharif
Black,120,60,140,7,1100,25,Sugarcane,DAP,Kharif
Black,125,60,140,7,1100,25,Sugarcane,DAP,Kharif
Black,130,60,140,7,1100,25,Sugarcane,DAP,Kharif
Black,135,60,140,7,1100,25,Sugarcane,DAP,Kharif
Black,140,60,140,7,1100,25,Sugarcane,DAP,Kharif
Black,145,60,140,7,1100,25,Sugarcane,DAP,Kharif
Black,150,60,140,7,1100,25,Sugarcane,DAP,Kharif
Black,120,65,145,7.5,1200,30,Sugarcane,DAP,Kharif
Black,125,65,145,7.5,1200,30,Sugarcane,DAP,Kharif
Black,130,65,145,7.5,1200,30,Sugarcane,DAP,Kharif
Black,135,65,145,7.5,1200,30,Sugarcane,DAP,Kharif
Black,140,65,145,7.5,1200,30,Sugarcane,DAP,Kharif
Black,145,65,145,7.5,1200,30,Sugarcane,DAP,Kharif
Black,150,65,145,7.5,1200,30,Sugarcane,DAP,Kharif
Black,120,70,150,6.5,1300,35,Sugarcane,DAP,Kharif
Black,125,70,150,6.5,1300,35,Sugarcane,DAP,Kharif
Black,130,70,150,6.5,1300,35,Sugarcane,DAP,Kharif
Black,135,70,150,6.5,1300,35,Sugarcane,DAP,Kharif
Black,140,70,150,6.5,1300,35,Sugarcane,DAP,Kharif
Black,145,70,150,6.5,1300,35,Sugarcane,DAP,Kharif
Black,150,70,150,6.5,1300,35,Sugarcane,DAP,Kharif
Black,120,75,120,7,1400,20,Sugarcane,DAP,Kharif
Black,125,75,120,7,1400,20,Sugarcane,DAP,Kharif
Black,130,75,120,7,1400,20,Sugarcane,DAP,Kharif
Black,135,75,120,7,1400,20,Sugarcane,DAP,Kharif
Black,140,75,120,7,1400,20,Sugarcane,DAP,Kharif
Black,145,75,120,7,1400,20,Sugarcane,DAP,Kharif
Black,150,75,120,7,1400,20,Sugarcane,DAP,Kharif
Black,120,80,125,7.5,1500,25,Sugarcane,DAP,Kharif
Black,125,80,125,7.5,1500,25,Sugarcane,DAP,Kharif
Black,130,80,125,7.5,1500,25,Sugarcane,DAP,Kharif
Black,135,80,125,7.5,1500,25,Sugarcane,DAP,Kharif
Black,140,80,125,7.5,1500,25,Sugarcane,DAP,Kharif
Black,145,80,125,7.5,1500,25,Sugarcane,DAP,Kharif
Black,150,80,125,7.5,1500,25,Sugarcane,DAP,Kharif
Black,120,60,130,6.5,1000,30,Sugarcane,MOP,Kharif
Black,125,60,130,6.5,1000,30,Sugarcane,MOP,Kharif
Black,130,60,130,6.5,1000,30,Sugarcane,MOP,Kharif
Black,135,60,130,6.5,1000,30,Sugarcane,MOP,Kharif
Black,140,60,130,6.5,1000,30,Sugarcane,MOP,Kharif
Black,145,60,130,6.5,1000,30,Sugarcane,MOP,Kharif
Black,150,60,130,6.5,1000,30,Sugarcane,MOP,Kharif
Black,120,65,135,7,1100,35,Sugarcane,MOP,Kharif
Black,125,65,135,7,1100,35,Sugarcane,MOP,Kharif
Black,130,65,135,7,1100,35,Sugarcane,MOP,Kharif
Black,135,65,135,7,1100,35,Sugarcane,MOP,Kharif
Black,140,65,135,7,1100,35,Sugarcane,MOP,Kharif
Black,145,65,135,7,1100,35,Sugarcane,MOP,Kharif
Black,150,65,135,7,1100,35,Sugarcane,MOP,Kharif
